user_id,subscription_type,user_journey
300455,Monthly,Homepage-Career tracks-Courses-Log in-Homepage-Courses-Homepage-Career tracks-Sign up-Homepage-Sign up-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Courses-Log in-Homepage-Pricing-Sign up-Homepage-Pricing-Courses-Log in-Homepage-Pricing-Courses-Career track certificate-Courses-Log in-Courses-Homepage-Sign up-Log in-Homepage-Resources center-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Log in-Other-Checkout
301568,Annual,Log in-Other-Coupon
302683,Annual,Other-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
302942,Annual,Log in-Resources center-Pricing-Coupon
303408,Monthly,Other-Courses-Sign up-Checkout
305004,Annual,Other-Career tracks-Courses-Career tracks-Homepage-Log in-Courses-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Course certificate-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Courses-Career track certificate-Course certificate-Career track certificate-Career tracks-Courses-Homepage-Log in-Checkout
305785,Annual,Homepage-Sign up-Courses-Pricing-Coupon
305842,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Checkout-Other-Log in-Checkout
306397,Annual,Other-Log in-Homepage-Log in-Sign up-Log in-Resources center-Other-Coupon-Homepage-Courses-Coupon
306406,Annual,Other-Coupon
307149,Annual,Other-Homepage-Courses-Homepage-Sign up-Homepage-Career tracks-Homepage-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Pricing-Sign up-Homepage-Courses-Homepage-Sign up-Homepage-Courses-Other-Pricing-Courses-Homepage-Log in-Other-Homepage-Log in-Checkout
307235,Annual,Other-Log in-Resources center-Other-Resources center-Other-Courses-Homepage-Courses-Homepage-Courses-Homepage-Resources center-Upcoming courses-Career tracks-Checkout-Homepage-Courses-Coupon-Log in-Other-Log in
307546,Annual,Other-Log in-Coupon-Homepage-Log in-Checkout
307602,Monthly,Other-Homepage-Log in-Other-Homepage-Log in-Other-Log in-Homepage-Log in-Other-Log in-Checkout
307886,Monthly,Other-Homepage-Pricing-Homepage-Pricing-Log in-Checkout
307902,Annual,Other-Log in-Other-Log in-Checkout-Log in-Other-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Checkout
308007,Annual,Homepage-Courses-Sign up-Other-Log in-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Coupon
308457,Annual,Homepage-Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Other-Log in-Sign up-Log in-Checkout
310357,Annual,Other-Resources center-Other-Resources center-Other-Sign up-Coupon
310671,Annual,Homepage-Sign up-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Checkout
310716,Annual,Other-Coupon
311868,Annual,Other-Homepage-Log in-Homepage-Courses-Resources center-Log in-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Log in-Pricing-Courses-Homepage-Pricing-Log in-Homepage-Pricing-Coupon
311905,Annual,Homepage-Pricing-Sign up-Log in-Sign up-Log in-Course certificate-Log in-Homepage-Log in-Checkout
312454,Monthly,Career track certificate-Resources center-Career track certificate-Career tracks-Sign up-Log in-Homepage-Log in-Career track certificate-Career tracks-Courses-Career tracks-Courses-Homepage-Log in-Homepage-Course certificate-Pricing-Courses-Log in-Homepage-Career tracks-Pricing-Career tracks-Sign up-Career tracks-Courses-Career tracks-Log in-Homepage-Career tracks-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
312849,Annual,Courses-Pricing-Career track certificate-Homepage-Career tracks-Pricing-Course certificate-Career track certificate-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Pricing-Log in-Instructors-Pricing-Resources center-Pricing-Resources center-Other-Pricing-Log in-Homepage-Pricing-Log in-Checkout-Coupon
313048,Monthly,Other-Log in-Homepage-Log in-Checkout
314076,Annual,Homepage-Courses-Course certificate-Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Sign up-Log in-Homepage-Log in-Checkout
314632,Annual,Other-Log in-Checkout
314728,Monthly,Homepage-Career track certificate-Other-Log in-Other-Log in-Checkout
315107,Annual,Other-Log in-Coupon-Homepage-Pricing-Log in-Coupon
315306,Annual,Other-Coupon-Homepage-Courses-Coupon
316287,Annual,Other-Log in-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Pricing-Checkout-Coupon
316823,Annual,Other-Log in-Coupon-Checkout-Coupon
316833,Annual,Other-Log in-Coupon
316976,Annual,Other-Log in-Sign up-Log in-Coupon-Checkout-Resources center-Courses-Homepage-Career tracks-Coupon
318200,Annual,Checkout-Log in-Homepage-Log in-Checkout
319252,Monthly,Other-Log in-Checkout
319493,Annual,Career tracks-Sign up-Log in-Homepage-Log in-Coupon
321978,Annual,Other-Homepage-Sign up-Homepage-Log in-Homepage-Coupon
322021,Monthly,Career tracks-Sign up-Other-Homepage-Log in-Checkout-Homepage-Career track certificate-Log in-Checkout-Log in-Sign up-Log in-Checkout-Homepage-Log in-Checkout
322577,Annual,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Homepage-Log in-Homepage-Sign up-Log in-Checkout
323474,Annual,Other-Log in-Coupon
324352,Annual,Other-Log in-Coupon
324442,Monthly,Homepage-Career tracks-Courses-Career tracks-Career track certificate-Course certificate-Courses-Homepage-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Checkout
327915,Annual,Other-Coupon-Homepage-Pricing-Log in
328922,Annual,Other-Log in-Other-Log in-Other-Log in-Other-Log in-Other-Log in-Other
329390,Monthly,Other-Log in-Coupon-Log in-Homepage-Sign up-Log in-Homepage-Log in-Checkout
329682,Annual,Other-Homepage-Career tracks-Homepage-Sign up-Homepage-Pricing-Coupon
330072,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Courses-Log in-Checkout
330572,Monthly,Other-Homepage-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
330590,Annual,Homepage-Sign up-Homepage-Log in-Other-Log in-Checkout
331693,Monthly,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout-Log in-Checkout
333415,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
334108,Monthly,Other-Homepage-Log in-Other-Sign up-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Checkout
335237,Monthly,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
335407,Monthly,Homepage-Sign up-Other-Pricing-Other-Course certificate-Courses-Upcoming courses-Courses-Sign up-Log in-Other-Log in-Other-Log in-Checkout-Log in-Checkout
335698,Annual,Other-Log in-Resources center-Log in-Resources center-Other-Log in-Homepage-Log in-Other-Resources center-Log in-Checkout-Log in-Checkout-Log in-Checkout
336819,Annual,Other-Log in-Homepage-Pricing-Career track certificate-Course certificate-Courses-Course certificate-Log in-Coupon-Sign up-Checkout-Sign up-Log in-Checkout
337006,Annual,Other-Log in-Coupon
337895,Monthly,Homepage-Course certificate-Career track certificate-Courses-Other-Homepage-Career tracks-Log in-Other-Resources center-Other-Success stories-Log in-Homepage-Log in-Checkout
338124,Monthly,Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Career tracks-Courses-Homepage-Career tracks-Homepage-Career tracks-Career track certificate-Other-Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Sign up-Homepage-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Checkout
338181,Annual,Other-Log in-Courses-Pricing-Resources center-Courses-Sign up-Log in-Checkout
338212,Annual,Homepage-Sign up-Other-Homepage-Log in-Checkout
338632,Monthly,Courses-Sign up-Other-Log in-Other-Log in-Homepage-Career tracks-Homepage-Sign up-Homepage-Log in-Courses-Sign up-Homepage-Sign up-Other-Log in-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Courses-Log in-Resources center-Other-Sign up-Log in-Homepage-Sign up-Log in-Checkout
338845,Annual,Other-Coupon
339582,Annual,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Courses-Career tracks-Courses-Course certificate-Career track certificate-Career tracks-Log in-Checkout-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Course certificate-Courses-Career tracks-Courses-Career track certificate-Courses-Career track certificate-Career tracks-Courses-Log in-Homepage-Pricing-Homepage-Log in-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Checkout
339958,Monthly,Other-Log in-Homepage-Pricing-Sign up-Checkout
341430,Annual,Other-Log in-Other-Log in-Courses-Sign up-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Other-Log in-Other-Checkout-Log in-Checkout-Log in-Checkout-Coupon
342288,Monthly,Other-Resources center-Other-Homepage-Log in-Checkout-Log in-Sign up-Log in-Coupon
343619,Annual,Homepage-Pricing-Sign up-Log in-Checkout-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Log in-Coupon
344014,Annual,Other-Log in-Resources center-Other-Log in-Blog-Other-Resources center-Other-Log in-Other-Log in-Checkout
344040,Annual,Other-Coupon
344695,Annual,Other-Homepage-Pricing-Course certificate-Other-Log in-Homepage-Pricing-Homepage-Log in-Homepage-Log in-Checkout
345171,Monthly,Homepage-Career tracks-Courses-Sign up-Courses-Sign up-Courses-Homepage-Pricing-Homepage-Career tracks-Sign up-Checkout-Homepage-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Checkout-Homepage-Career tracks-Homepage-Career tracks-Courses-Career tracks-Homepage-Career tracks-Checkout-Homepage-Pricing-Checkout-Pricing-Sign up-Log in-Other-Log in-Homepage-Pricing-Checkout
345439,Annual,Other-Coupon
345526,Monthly,Courses-Sign up-Log in-Homepage-Checkout-Homepage-Sign up-Homepage-Resources center-Coupon-Other-Checkout-Log in-Checkout-Homepage-Instructors-Other-Homepage-Sign up-Log in-Checkout-Pricing-Sign up-Checkout
345571,Annual,Other-Coupon-Log in-Courses-Sign up-Checkout-Other-Coupon-Other-Coupon-Checkout
346517,Monthly,Other-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Courses-Homepage-Career tracks-Pricing-Career track certificate-Homepage-Pricing-Courses-Career track certificate-Courses-Pricing-Checkout-Homepage-Sign up-Checkout
346769,Annual,Homepage-Course certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Sign up-Career track certificate-Career tracks-Sign up-Other-Log in-Homepage-Log in-Checkout
347303,Monthly,Other-Log in-Checkout
347748,Annual,Pricing-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Homepage-Sign up-Homepage-Sign up-Career track certificate-Sign up-Pricing-Log in-Resources center-Other-Sign up-Pricing-Checkout-Pricing-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Upcoming courses-Other-Upcoming courses-Career tracks-Courses-Homepage-Pricing-Homepage-Sign up-Homepage-Log in-Pricing-Resources center-Homepage-Pricing-Log in-Homepage-Sign up-Homepage-Pricing-Homepage-Pricing-Homepage-Career tracks-Homepage-Career tracks-Homepage-Pricing-Homepage-Pricing-Homepage-Log in-Homepage-Sign up-Pricing-Homepage-Pricing-Success stories-Blog-Homepage-Instructors-Homepage-Instructors-Homepage-Sign up-Log in-Other-Homepage-Log in-Checkout-Homepage-Success stories-Other-Homepage-Resources center-Courses-Resources center-Courses-Career tracks-Courses-Sign up-Log in-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Checkout
349826,Annual,Other-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Resources center-Other-Resources center-Other-Homepage-Pricing-Log in-Resources center-Other-Log in-Checkout-Homepage-Career tracks-Courses-Career tracks-Other-Log in-Checkout
350751,Monthly,Homepage-Pricing-Sign up-Other-Homepage-Courses-Log in-Checkout
351669,Quarterly,Homepage-Sign up-Homepage-Log in-Checkout
351796,Annual,Homepage-Pricing-Sign up-Other-Log in-Homepage-Pricing-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Other-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Other
352062,Annual,Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Pricing-Career tracks-Courses-Career tracks-Log in-Other-Checkout-Coupon
352098,Annual,Other-Log in-Other-Log in-Career tracks-Sign up-Log in-Homepage-Log in-Checkout
352376,Monthly,Other-Resources center-Other-Homepage-Sign up-Log in-Homepage-Sign up-Homepage-Sign up-Coupon-Checkout
353236,Annual,Other-Log in-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
353669,Monthly,Other-Log in-Checkout
353878,Monthly,Homepage-Pricing-Courses-Career tracks-Upcoming courses-Courses-Sign up-Courses-Sign up-Homepage-Other-Log in-Homepage-Log in-Resources center-Other-Log in-Homepage-Courses-Log in-Checkout
354201,Annual,Other-Log in-Homepage-Log in-Checkout
354683,Annual,Other-Sign up-Log in-Sign up-Log in-Homepage-Log in-Coupon
355056,Annual,Other-Homepage-Log in-Homepage-Pricing-Career track certificate-Log in-Homepage-Pricing-Resources center-Courses-Pricing-Homepage-Career tracks-Resources center-Other-Homepage-Pricing-Coupon
356489,Annual,Homepage-Courses-Career tracks-Courses-Sign up-Other-Checkout-Log in-Courses-Log in-Checkout-Log in-Checkout-Log in-Checkout
357645,Monthly,Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
358019,Annual,Other-Log in-Checkout
360808,Monthly,Other-Homepage-Log in-Homepage-Resources center-Homepage-Resources center-Log in-Pricing-Sign up-Homepage-Pricing-Checkout
361114,Annual,Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Log in-Coupon
361752,Monthly,Homepage-Career tracks-Career track certificate-Pricing-Career tracks-Career track certificate-Career tracks-Courses-Log in-Homepage-Career track certificate-Pricing-Log in-Pricing-Courses-Sign up-Coupon
362355,Monthly,Other-Log in-Checkout
364433,Annual,Other-Log in-Checkout
364769,Monthly,Pricing-Other-Checkout-Pricing-Log in-Checkout-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon-Log in-Checkout-Homepage-Log in-Checkout
365370,Annual,Career tracks-Other-Coupon
366045,Annual,Other-Homepage-Log in-Checkout
366537,Annual,Other-Log in-Other-Log in-Other-Log in-Checkout-Homepage-Sign up-Log in-Checkout
367401,Annual,Other-Log in-Resources center-Other-Homepage-Courses-Career tracks-Homepage-Pricing-Checkout-Coupon-Homepage-Log in-Checkout
367711,Annual,Other-Homepage-Log in-Checkout-Pricing-Checkout-Resources center-Other-Pricing-Checkout-Log in-Checkout-Pricing-Courses-Career tracks-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Coupon
367955,Annual,Log in-Other-Log in-Homepage-Courses-Career tracks-Upcoming courses-Career tracks-Homepage-Log in-Checkout
369712,Monthly,Other-Log in-Homepage-Pricing-Log in-Checkout-Log in-Checkout
369845,Monthly,Checkout-Other-Log in-Career tracks-Sign up-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Checkout
370071,Quarterly,Other-Sign up-Log in-Sign up-Log in-Coupon-Log in-Checkout-Log in-Coupon-Log in-Checkout
371060,Monthly,Other-Log in-Homepage-Log in-Other-Homepage-Courses-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
371087,Monthly,Other-Log in-Homepage-Log in-Coupon-Log in-Checkout
371779,Annual,Other-Log in-Homepage-Pricing-Sign up-Log in-Homepage-Pricing-Resources center-Log in-Coupon
376948,Monthly,Other-Sign up-Log in-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
378467,Annual,Other-Coupon
379140,Annual,Other-Homepage-Pricing-Career track certificate-Sign up-Career track certificate-Coupon
380790,Annual,Log in-Checkout-Log in-Homepage-Log in-Sign up-Log in-Checkout-Log in-Other-Coupon-Homepage-Log in-Checkout-Homepage-Log in-Checkout
381670,Annual,Other-Log in-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Coupon
384062,Annual,Sign up-Other-Log in-Coupon
387096,Annual,Homepage-Pricing-Checkout-Courses-Pricing-Checkout-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Career tracks-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Log in-Coupon
387813,Annual,Homepage-Sign up-Other-Homepage-Log in-Homepage-Log in-Coupon
389689,Annual,Other-Coupon
391783,Annual,Other-Log in-Homepage-Log in-Homepage-Pricing-Career track certificate-Sign up-Checkout
392228,Annual,Other-Log in-Homepage-Log in-Career track certificate-Pricing-Upcoming courses-Homepage-Log in-Homepage-Course certificate-Log in-Checkout
392235,Annual,Other-Homepage-Log in-Homepage-Log in-Coupon-Homepage-Log in-Other-Log in-Checkout-Coupon
392285,Monthly,Sign up-Log in-Homepage-Sign up-Log in-Homepage-Pricing-Checkout
393904,Annual,Other-Log in-Other-Log in-Other-Log in-Other-Log in-Coupon-Homepage-Pricing-Career tracks-Coupon-Log in-Coupon
394304,Annual,Homepage-Other-Homepage-Log in-Homepage-Pricing-Log in-Checkout
394696,Monthly,Other-Homepage-Log in-Sign up-Homepage-Log in-Checkout
395521,Annual,Homepage-Courses-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Coupon-Homepage-Log in-Checkout-Log in-Checkout
396099,Annual,Homepage-Career tracks-Sign up-Other-Homepage-Log in-Other-Log in-Career tracks-Log in-Homepage-Log in-Checkout
396791,Annual,Other-Log in-Checkout
397234,Monthly,Log in
397395,Annual,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Pricing-Coupon-Homepage-Career tracks-Pricing-Checkout-Pricing-Checkout
398805,Monthly,Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
399029,Monthly,Other-Pricing-Sign up-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Pricing-Course certificate-Log in-Other-Log in-Homepage-Pricing-Log in-Pricing-Log in
401176,Monthly,Log in-Homepage-Log in-Courses-Sign up-Coupon-Other-Sign up-Checkout-Homepage-Sign up-Log in-Checkout-Other-Courses-Homepage-Log in-Checkout-Other-Homepage-Sign up-Log in-Pricing-Checkout
402831,Annual,Homepage-Other-Log in-Sign up-Log in-Homepage-Sign up-Checkout
403662,Monthly,Other-Log in-Checkout-Log in-Homepage-Log in-Checkout
404128,Monthly,Other-Log in-Other-Homepage-Other-Pricing-Sign up-Homepage-Career tracks-Sign up-Homepage-Career tracks-Courses-Career tracks-Success stories-Homepage-Courses-Pricing-Homepage-Pricing-Log in-Checkout-Pricing-Checkout-Pricing-Sign up-Pricing-Log in-Checkout
406828,Monthly,Other-Homepage-Career tracks-Checkout
408209,Monthly,Other-Log in-Sign up-Log in-Other-Log in-Checkout
409365,Monthly,Other-Homepage-Log in-Checkout
409856,Monthly,Log in-Homepage-Pricing-Checkout-Homepage-Log in-Coupon-Homepage-Pricing-Checkout-Pricing-Resources center-Pricing-Checkout-Pricing-Checkout-Other-Checkout-Homepage-Courses-Resources center-Courses-Homepage-Log in-Checkout-Other-Checkout
409908,Annual,Other-Log in-Homepage-Pricing-Courses-Career tracks-Sign up-Career tracks-Log in-Checkout-Log in-Checkout-Instructors-About us-Other
409923,Annual,Other-Homepage-Courses-Pricing-Checkout-Courses-Course certificate-Courses-Course certificate-Career tracks-Sign up-Career tracks-Course certificate-Pricing-Courses-Homepage-Pricing-Checkout-Pricing-Courses-Homepage-Log in-Sign up-Log in-Other-Log in-Checkout
411342,Monthly,Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Sign up-Log in-Sign up-Log in-Homepage-Log in-Checkout
411785,Annual,Log in-Pricing-Log in-Pricing-Courses-Career tracks-Sign up-Log in-Career track certificate-Career tracks-Sign up-Log in-Homepage-Pricing-Log in-Homepage-Pricing-Coupon-Log in-Checkout
412496,Annual,Other-Log in-Instructors-Pricing-Sign up-Log in-Homepage-Sign up-Log in-Other-Log in-Coupon
412594,Monthly,Other-Log in-Checkout-Log in-Homepage-Sign up-Log in-Checkout
413004,Monthly,Other-Homepage-Log in-Checkout
413388,Annual,Other-Log in-Other-Log in-Checkout
413389,Monthly,Other-Log in-Other-Log in-Other
413937,Monthly,Homepage-Log in-Sign up-Log in-Coupon
415429,Monthly,Log in-Checkout-Other-Sign up-Log in-Checkout
416030,Monthly,Other-Log in-Checkout
416191,Annual,Other-Log in-Pricing-Checkout-Coupon
416252,Annual,Other-Log in-Career track certificate-Log in-Course certificate-Log in-Other-Homepage-Log in-Checkout
417291,Annual,Log in-Career track certificate-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Other-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Coupon-Sign up-Checkout-Coupon-Checkout
419662,Annual,Other-Log in-Resources center-Log in-Other-Resources center-Other-Resources center-Courses-Sign up-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Log in-Resources center-Log in-Homepage-Log in-Resources center-Log in-Other-Log in-Checkout-Log in-Other-Checkout
422145,Annual,Homepage-Sign up-Log in-Sign up-Log in-Homepage-Course certificate-Coupon
422502,Annual,Other-Homepage-Courses-Sign up-Homepage-Career tracks-Courses-Sign up-Courses-Log in-Courses-Log in-Courses-Log in-Courses-Log in-Coupon
424430,Monthly,Log in-Checkout
424647,Annual,Other-Log in-Homepage-Sign up-Log in-Homepage-Career tracks-Sign up-Log in-Checkout-Coupon
425604,Annual,Other-Homepage-Log in-Homepage-Log in-Other-Career tracks-Log in-Other-Homepage-Log in-Sign up-Log in-Coupon
426125,Annual,Checkout-Log in-Homepage-Log in-Coupon-Homepage-Sign up-Log in-Checkout-Log in-Checkout
426242,Annual,Homepage-Career tracks-Courses-Log in-Coupon-Log in-Checkout
426843,Annual,Homepage-Courses-Upcoming courses-Pricing-Resources center-Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Checkout
427084,Monthly,Other-Homepage-Log in-Homepage-Pricing-Log in-Coupon
430496,Monthly,Homepage-Career track certificate-Other-Log in-Homepage-Log in-Courses-Log in-Homepage-Log in-Checkout
431537,Monthly,Other-Homepage-Log in-Other-Log in-Homepage-Courses-Pricing-Courses-Sign up-Homepage-Log in-Other-Log in-Homepage-Pricing-Sign up-Log in-Other-Log in-Checkout
431959,Monthly,Other-Log in-Checkout
432001,Annual,Other-Checkout-Homepage-Log in-Coupon-Log in-Checkout
432224,Annual,Other-Coupon
433243,Annual,Homepage-Course certificate-Sign up-Homepage-Courses-Sign up-Homepage-Courses-Other-Log in-Homepage-Courses-Checkout-Coupon-Checkout
434169,Annual,Other-Log in-Checkout-Log in-Checkout
434675,Annual,Other-Log in-Career tracks-Courses-Career tracks-Courses-Sign up-Homepage-Log in-Coupon
434958,Annual,Other-Coupon
435391,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
436554,Annual,Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Resources center-Career track certificate-Homepage-Courses-Log in-Homepage-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Courses-Log in-Other-Log in-Checkout
437668,Annual,Other-Log in-Coupon-Homepage-Courses-Homepage-Log in-Coupon
437976,Monthly,Other-Checkout-Log in-Checkout
